10 1.82341439515 9.037517355 1.0 2.47348259476 6.55852556856 1.0 3.43522017692 4.18301514668 1.0 4.69283543714 1.94999190482 1.0 6.22567836759 -0.103877977124 1.0 8.00857972975 -1.94487001247 1.0 -5.5744685021 -0.155822244495 0.0 -3.68804561178 -3.50535710728 0.0 -1.3887812161 -6.5861619302 0.0 1.28557082713 -9.34764998323 0.0 , -45.9599935425 -12.3163902972 5.26408641374 -46.4495853309 -12.8419347893 5.25185438555 
9 1.62299833533 7.8754934888 1.0 2.5847359175 5.49998306692 1.0 3.84235117771 3.26695982506 1.0 5.37519410816 1.21308994312 1.0 7.15809547032 -0.627902092233 1.0 9.1617800731 -2.22578724267 1.0 -4.53852987121 -2.18838918704 0.0 -2.23926547553 -5.26919400996 0.0 0.435086567706 -8.03068206299 0.0 , -45.0400931606 -13.5902836931 5.29676108411 -45.5919145357 -14.1764965966 5.3153209038 
10 0.678080568304 9.1540545336 1.0 1.63981815047 6.77854411172 1.0 2.89743341068 4.54552086986 1.0 4.43027634113 2.49165098792 1.0 6.21317770329 0.650658952566 1.0 8.21686230607 -0.947226197867 1.0 -5.48344763824 -0.909828142244 0.0 -3.18418324256 -3.99063296516 0.0 -0.509831199322 -6.75212101819 0.0 2.49569570485 -9.14894874384 0.0 , -44.1247963896 -14.9689210581 5.3879125664 -44.6513273686 -15.4539746555 5.37878742206 
9 0.601731718075 7.99136285927 1.0 1.85934697829 5.75833961741 1.0 3.39218990874 3.70446973546 1.0 5.1750912709 1.86347770011 1.0 7.17877587368 0.26559254968 1.0 9.37034327131 -1.06294848584 1.0 -4.22226967495 -2.77781421761 0.0 -1.54791763172 -5.53930227064 0.0 1.45760927246 -7.93612999629 0.0 , -43.0658017854 -16.1245402315 5.4296033941 -43.6316112419 -16.6692250129 5.44225394031 
9 0.775564767851 6.9096426626 1.0 2.3084076983 4.85577278065 1.0 4.09130906046 3.0147807453 1.0 6.09499366324 1.41689559487 1.0 8.28656106087 0.0883545593468 1.0 -5.30605188539 -1.62651117243 0.0 -2.63169984215 -4.38799922545 0.0 0.373827062022 -6.7848269511 0.0 3.66117815846 -8.77763850438 0.0 , -42.0036896848 -17.3087332656 5.51732509809 -42.5368721927 -17.8173542845 5.50572045856 
9 1.13242597809 5.91782104142 1.0 2.91532734024 4.07682900607 1.0 4.91901194303 2.47894385563 1.0 7.11057934065 1.15040282011 1.0 9.45404405704 0.113020506578 1.0 -6.4820336056 -0.56446291166 0.0 -3.80768156237 -3.32595096469 0.0 -0.802154658195 -5.72277869034 0.0 2.48519643824 -7.71559024362 0.0 , -40.7817707464 -18.3316923535 5.56525892407 -41.3715183486 -18.8937393589 5.56918697682 
8 1.67760178754 5.09713121522 1.0 3.68128639032 3.49924606479 1.0 5.87285378795 2.17070502927 1.0 8.21631850434 1.13332271573 1.0 -5.04540711508 -2.30564875553 0.0 -2.0398802109 -4.70247648118 0.0 1.24747088554 -6.69528803446 0.0 4.76266796012 -8.25136150477 0.0 , -39.5866124864 -19.4107194912 5.62575398323 -40.1402421784 -19.8940460133 5.63265349507 
9 0.399095417547 6.00646771232 1.0 2.40278002033 4.40858256188 1.0 4.59434741796 3.08004152636 1.0 6.93781213435 2.04265921283 1.0 9.39469454365 1.31346941019 1.0 -6.32391348507 -1.39631225844 0.0 -3.31838658089 -3.79313998409 0.0 -0.0310354844519 -5.78595153737 0.0 3.48416159013 -7.34202500767 0.0 , -38.3232431675 -20.374588611 5.67472883592 -38.8480015967 -20.8142463659 5.69612001333 
9 1.07216869433 5.24767721901 1.0 3.26373609196 3.91913618349 1.0 5.60720080835 2.88175386995 1.0 8.06408321765 2.15256406731 1.0 -7.65452481106 -0.557217601312 0.0 -4.64899790689 -2.95404532696 0.0 -1.36164681045 -4.94685688024 0.0 2.15355026414 -6.50293035055 0.0 5.83887387809 -7.59671505451 0.0 , -36.8959295895 -21.0489555469 5.76323966915 -37.5 -21.6506350946 5.75958653158 
8 1.85390705934 4.65034842604 1.0 4.19737177573 3.6129661125 1.0 6.65425418503 2.88377630986 1.0 9.184212346 2.47475229452 1.0 -6.05882693951 -2.22283308441 0.0 -2.77147584307 -4.21564463769 0.0 0.743721231517 -5.77171810799 0.0 4.42904484547 -6.86550281196 0.0 , -35.5990051046 -21.8435371973 5.82999992022 -36.1016653151 -22.3998443573 5.82305304984 
9 0.406697630929 5.31545818676 1.0 2.75016234732 4.27807587323 1.0 5.20704475662 3.54888607059 1.0 7.73700291759 3.13986205524 1.0 -7.50603636792 -1.55772332369 0.0 -4.21868527148 -3.55053487697 0.0 -0.703488196893 -5.10660834727 0.0 2.98183541706 -6.20039305123 0.0 6.77677265852 -6.81392907425 0.0 , -34.2453465441 -22.7480064696 5.88471261764 -34.6586281423 -23.0588573526 5.88651956809 
